eName,isPlanet,semimajorAxis,perihelion,aphelion,eccentricity,inclination,density,gravity,escape,meanRadius,equaRadius,polarRadius,flattening,dimension,sideralOrbit,sideralRotation,discoveryDate,mass_kg,volume,orbit_type,orbits,bondAlbido,geomAlbido,RV_abs,p_transit,transit_visibility,transit_depth,massj,semimajorAxis_AU,grav_int
S/2004 S 4,FALSE,140100,0,0,0,0,1,0,0,2,0,0,0,NA,0.61,0,09/09/2004,24e15,NA,Secondary,Saturn,NA,NA,NA,4.970335474660956,894.6603854389721,8.249256550286532e-12,1.263157894736842e-11,9.365106558298093e-4,16239559690462763e4
S/2004 S 6,FALSE,140000,0,0,0.002,0.02,1,0,0,2.5,0,0,0,NA,0.61,0,28/10/2004,24e15,NA,Secondary,Saturn,NA,NA,NA,4.973889285714286,895.3000714285714,1.2889463359822707e-11,1.263157894736842e-11,9.358421971175824e-4,16262767346938777e4
S/2010 J 1,FALSE,23314335,0,0,0.32,163.2,1,0,0,1,0,0,0,NA,723.2,0,07/09/2010,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.02986759004706761,5.37616620847217,2.062314137571633e-12,1.263157894736842e-11,0.1558467035052525,5864141693175185
S/2010 J 2,FALSE,20320000,0,0,0.307,150.4,1,0,0,0.5,0,0,0,NA,588.1,0,08/09/2010,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.03426882381889764,6.168388287401576,5.155785343929083e-13,1.263157894736842e-11,0.13583081032449482,7719747814495629
1 Ceres,TRUE,413690250,382620000,445410000,0.07582,10.593,2.161,0.28,510,476.2,487,455,0.9619,NA,1681.63,9.07,01/01/1801,939e18,4210000000,Primary,NA,NA,0.09,8.441574947406934e-6,0.0016843959943460111,0.303191278982282,4.676636351387895e-7,4.942105263157895e-7,2.765348517758014,728709279907864800
6 Hebe,FALSE,362959000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,01/07/1847,24e15,NA,Primary,NA,NA,NA,NA,0.0019186051317090912,0.3453489237076364,2.2458600958155087e-9,1.263157894736842e-11,2.426231057311433,24195543442489.51
47171 Lempo,FALSE,5884000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,01/10/1999,24e15,NA,Primary,NA,NA,NA,NA,1.1835061182868796e-4,0.021303110129163833,2.2458600958155087e-9,1.263157894736842e-11,39.33211062742754,92067254479.41878
The Little Prince,FALSE,1190,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,01/11/1999,24e15,NA,Secondary,45 Eugenia,NA,NA,NA,585.1890756302521,105334.03361344538,2.2458600958155087e-9,1.263157894736842e-11,7.95465867549945e-6,22509020549396228e8
762 Pulcova,FALSE,472579673,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,03/09/1913,24e15,NA,Primary,NA,NA,NA,NA,0.0014735610517890387,0.265240989322027,2.2458600958155087e-9,1.263157894736842e-11,3.1589999963816333,14272512943504.1
4179 Toutatis,FALSE,377326000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,04/01/1989,24e15,NA,Primary,NA,NA,NA,NA,0.0018455526520833444,0.332199477375002,2.2458600958155087e-9,1.263157894736842e-11,2.5222685204970636,22388090667245.28
50000 Quaoar,FALSE,6489054000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,04/06/2002,24e15,NA,Primary,NA,NA,NA,NA,1.0731533440775805e-4,0.019316760193396447,2.2458600958155087e-9,1.263157894736842e-11,43.376646804104546,75698581940.68066
2867 Šteins,FALSE,353495000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,04/11/1969,24e15,NA,Primary,NA,NA,NA,NA,0.0019699712867225845,0.3545948316100652,2.2458600958155087e-9,1.263157894736842e-11,2.3629681247862844,25508444123823.53
136199 Eris,TRUE,10180122852,2147483647,2147483647,0.44068,44.0445,2.52,0.82,1380,1163,0,0,0,NA,203830,25.92,05/01/2005,166e20,6590000000,Primary,NA,NA,0.96,3.0297448230021508e-005,6.851636371588259e-5,0.012332945468858866,2.789422170741126e-6,8.736842105263157e-6,68.04991811958993,21273616636202764
5 Astraea,FALSE,384877000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,08/12/1845,24e15,NA,Primary,NA,NA,NA,NA,0.001809344284018011,0.325681971123242,2.2458600958155087e-9,1.263157894736842e-11,2.572743837857313,21518232864126.945
5145 Pholus,FALSE,3055227000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,09/01/1992,24e15,NA,Primary,NA,NA,NA,NA,2.2792905404410213e-4,0.04102722972793838,2.2458600958155087e-9,1.263157894736842e-11,20.422931059806857,341478648322.8195
4769 Castalia,FALSE,159053000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,09/08/1989,24e15,NA,Primary,NA,NA,NA,NA,0.004378257561944761,0.7880863611500569,2.2458600958155087e-9,1.263157894736842e-11,1.063203635558163,125998910661317.75
Remus,FALSE,706,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,09/08/2005,24e15,NA,Secondary,87 Sylvia,NA,NA,NA,986.3668555240794,177546.03399433428,2.2458600958155087e-9,1.263157894736842e-11,4.719318508321523e-6,6395008386232135e9
624 Hektor,FALSE,781183000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,10/02/1907,24e15,NA,Primary,NA,NA,NA,NA,8.914364495899168e-4,0.16045856092618505,2.2458600958155087e-9,1.263157894736842e-11,5.2218858219350315,5223299794124.4795
216 Kleopatra,FALSE,417796000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,10/04/1880,24e15,NA,Primary,NA,NA,NA,NA,0.0016667823531101302,0.30002082355982346,2.2458600958155087e-9,1.263157894736842e-11,2.792793761335268,18260891036467.125
3753 Cruithne,FALSE,149260000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,10/10/1986,24e15,NA,Primary,NA,NA,NA,NA,0.0046655165483049715,0.8397929786948949,2.2458600958155087e-9,1.263157894736842e-11,0.9977414738697883,143074964186624.1
3 Junon,FALSE,399480000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,12/01/1804,24e15,NA,Primary,NA,NA,NA,NA,0.0017432036647641934,0.3137766596575548,2.2458600958155087e-9,1.263157894736842e-11,2.670358863603799,19973788093340.81
10 Hygiea,FALSE,469345000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,12/04/1849,24e15,NA,Primary,NA,NA,NA,NA,0.001483716668974848,0.2670690004154726,2.2458600958155087e-9,1.263157894736842e-11,3.137377542901084,14469919971793.65
21 Lutetia,FALSE,364277000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,12/11/1852,24e15,NA,Primary,NA,NA,NA,NA,0.0019116633770454902,0.3440994078681882,2.2458600958155087e-9,1.263157894736842e-11,2.435041343138583,24020775143985.547
253 Mathilde,FALSE,395900000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,12/11/1885,24e15,NA,Primary,NA,NA,NA,NA,0.0017589669108360698,0.3166140439504926,2.2458600958155087e-9,1.263157894736842e-11,2.646428041706078,20336654803680.13
Uranus,TRUE,2870658186,2147483647,2147483647,0.0457,0.772,1.27,8.87,21380,25362,25559,24973,0.02293,NA,30685.4,-17.24,13/03/1781,868e23,68300000000000,Primary,NA,0.3,0.488,0.296744357103154,2.5140715238048896e-4,0.04525328742848801,0.0013265444757661613,0.045684210526315785,19.189164742570096,13989301719181238e5
7 Iris,FALSE,357019000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,13/08/1847,24e15,NA,Primary,NA,NA,NA,NA,0.0019505264425702833,0.351094759662651,2.2458600958155087e-9,1.263157894736842e-11,2.3865246098051585,25007360913888.58
433 Eros,FALSE,218155000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,13/08/1898,24e15,NA,Primary,NA,NA,NA,NA,0.0031921111136577205,0.5745800004583896,2.2458600958155087e-9,1.263157894736842e-11,1.4582761036584728,66976149791580.805
Vanth,FALSE,8980,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,13/11/2005,24e15,NA,Secondary,90482 Orcus,NA,NA,NA,77.54732739420935,13958.518930957682,2.2458600958155087e-9,1.263157894736842e-11,6.0027592357970644e-5,3952736345553841e7
90377 Sedna,FALSE,75659770000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,14/11/2003,24e15,NA,Primary,NA,NA,NA,NA,9.204032737609433e-6,0.001656725892769698,2.2458600958155087e-9,1.263157894736842e-11,505.7543242157925,556827258.1429173
10199 Chariklo,FALSE,2380000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,15/02/1997,24e15,NA,Primary,NA,NA,NA,NA,2.9259453781512606e-4,0.05266701680672269,2.2458600958155087e-9,1.263157894736842e-11,15.9093173509989,562725513734.9056
87 Sylvia,FALSE,522135000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,16/05/1866,24e15,NA,Primary,NA,NA,NA,NA,0.0013337067999655262,0.2400672239937947,2.2458600958155087e-9,1.263157894736842e-11,3.490256897085635,11691895051550.355
(243) Ida I Dactyl,FALSE,108,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,17/02/1994,24e15,NA,Secondary,243 Ida,NA,NA,NA,6447.916666666667,1160625,2.2458600958155087e-9,1.263157894736842e-11,7.219354092049922e-7,2732769547325103e11
90482 Orcus,FALSE,5862440000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,17/02/2004,24e15,NA,Primary,NA,NA,NA,NA,1.1878586390649628e-4,0.02138145550316933,2.2458600958155087e-9,1.263157894736842e-11,39.187990929071425,92745681898.25159
Pluto,TRUE,5906440628,2147483647,2147483647,0.2488,17.16,1.89,0.62,1210,1188.3,1188.3,1195,0,NA,90465,-153.2928,18/02/1930,13e21,7150000000,Primary,NA,NA,0.575,3.101713333747397e-5,1.1809655661199683e-4,0.02125738019015943,2.9121048873024323e-6,6.842105263157894e-6,39.482116960371954,49491537470264384
5335 Damocles,FALSE,8368303000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/02/1991,24e15,NA,Primary,NA,NA,NA,NA,8.32157965599477e-5,0.014978843380790587,2.2458600958155087e-9,1.263157894736842e-11,55.938650469040404,45517219746.86122
Romulus,FALSE,1356,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/02/2001,24e15,NA,Secondary,87 Sylvia,NA,NA,NA,513.5508849557522,92439.15929203539,2.2458600958155087e-9,1.263157894736842e-11,9.064300137796013e-6,17335291200041768e8
Alexhelios,FALSE,775,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/09/2008,24e15,NA,Secondary,216 Kleopatra,NA,NA,NA,898.5483870967741,161738.70967741933,2.2458600958155087e-9,1.263157894736842e-11,5.180555019758046e-6,5306975900104058e9
Cleoselene,FALSE,380,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/09/2008,24e15,NA,Secondary,216 Kleopatra,NA,NA,NA,1832.5657894736842,329861.84210526315,2.2458600958155087e-9,1.263157894736842e-11,2.5401431064620094e-6,22074116343490306e9
8 Flora,FALSE,329313000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/10/1847,24e15,NA,Primary,NA,NA,NA,NA,0.0021146295469659563,0.3806333184538721,2.2458600958155087e-9,1.263157894736842e-11,2.201321438995589,29392245728460.742
2060 Chiron,FALSE,2042652000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/10/1977,24e15,NA,Primary,NA,NA,NA,NA,3.409171018851963e-4,0.061365078339335334,2.2458600958155087e-9,1.263157894736842e-11,13.654285254475885,763944402737.1312
5261 Eureka,FALSE,227908000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,20/06/1990,24e15,NA,Primary,NA,NA,NA,NA,0.0030555092405707565,0.5499916633027362,2.2458600958155087e-9,1.263157894736842e-11,1.523470881861957,61366503696464.04
588 Achilles,FALSE,776669000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/02/1906,24e15,NA,Primary,NA,NA,NA,NA,8.966174779732421e-4,0.16139114603518356,2.2458600958155087e-9,1.263157894736842e-11,5.191711595665112,5284191867487.402
Weywot,FALSE,10000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/02/2007,24e15,NA,Secondary,50000 Quaoar,NA,NA,NA,69.6375,12534.75,2.2458600958155087e-9,1.263157894736842e-11,6.684587122268446e-5,31875024e15
28978 Ixion,FALSE,5910896000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/05/2001,24e15,NA,Primary,NA,NA,NA,NA,1.1781208804891847e-4,0.021206175848805325,2.2458600958155087e-9,1.263157894736842e-11,39.51189928266807,91231304352.61053
Neptune,TRUE,4498396441,2147483647,2147483647,0.0113,1.769,1.638,11.15,23560,24622,24764,24341,0.01708,NA,60189,16.11,23/09/1846,102e24,62500000000000,Primary,NA,0.29,0.442,0.27858249283654357,1.602713343423615e-4,0.02884884018162507,0.0012502632704753996,0.05368421052631579,30.06992292036681,6694590188575544e5
Shoemaker-Levy 9,FALSE,0,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,24/03/1993,24e15,NA,Primary,NA,NA,NA,NA,Inf,Inf,2.2458600958155087e-9,1.263157894736842e-11,0,Inf
9 Metis,FALSE,357052000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,25/04/1848,24e15,NA,Primary,NA,NA,NA,NA,0.0019503461680651557,0.351062310251728,2.2458600958155087e-9,1.263157894736842e-11,2.3867452011801933,25002738591233.98
136108 Haumea,TRUE,6432011461,2147483647,2147483647,0.19126,28.19,2.6,0.401,809,33,0,498,0.6102,1960 x 1518 x 996,103774,3.92,28/12/2004,401e19,2400000000,Primary,NA,NA,0.66,9.082714741329073e-6,1.0826706454464758e-4,0.019488071618036566,2.2458600958155087e-9,2.1105263157894735e-6,42.995340982483654,12873304208117888
7066 Nessus,FALSE,3689000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/04/1993,24e15,NA,Primary,NA,NA,NA,NA,1.8877066955814585e-4,0.03397872052046625,2.2458600958155087e-9,1.263157894736842e-11,24.659441894048296,234224979702.3541
25143 Itokawa,FALSE,198049628,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/09/1998,24e15,NA,Primary,NA,NA,NA,NA,0.003516164140434538,0.6329095452782169,2.2458600958155087e-9,1.263157894736842e-11,1.3238799928988563,81264797677167.6
10370 Hylonome,FALSE,3779000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/02/1995,24e15,NA,Primary,NA,NA,NA,NA,1.8427494046043927e-4,0.03316948928287907,2.2458600958155087e-9,1.263157894736842e-11,25.261054735052458,223201308662.42404
45 Eugenia,FALSE,406934000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/06/1857,24e15,NA,Primary,NA,NA,NA,NA,0.0017112725896582738,0.3080290661384893,2.2458600958155087e-9,1.263157894736842e-11,2.720185776013188,19248751493082.68
(308933) 2006 SQ372,FALSE,152000000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/09/2006,24e15,NA,Primary,NA,NA,NA,NA,4.5814144736842105e-6,8.246546052631579e-4,2.2458600958155087e-9,1.263157894736842e-11,1016.0572425848038,137963227.14681438
2 Pallas,FALSE,414717000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/03/1802,24e15,NA,Primary,NA,NA,NA,NA,0.0016791571119582752,0.30224828015248956,2.2458600958155087e-9,1.263157894736842e-11,2.7722119175858033,18533047718306.25
8405 Asbolus,FALSE,2694000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/03/1995,24e15,NA,Primary,NA,NA,NA,NA,2.5849109131403117e-4,0.04652839643652561,2.2458600958155087e-9,1.263157894736842e-11,18.008277707391194,439192927283.7602
20000 Varuna,FALSE,6451398000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/11/2000,24e15,NA,Primary,NA,NA,NA,NA,1.0794172053871115e-4,0.01942950969696801,2.2458600958155087e-9,1.263157894736842e-11,43.12493199142841,76584847157.54245
4 Vesta,FALSE,353343000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,29/03/1807,24e15,NA,Primary,NA,NA,NA,NA,0.0019708187228839966,0.3547473701191194,2.2458600958155087e-9,1.263157894736842e-11,2.3619520675436996,25530395131573.734
243 Ida,FALSE,428000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,29/09/1884,24e15,NA,Primary,NA,NA,NA,NA,0.0016270443925233645,0.2928679906542056,2.2458600958155087e-9,1.263157894736842e-11,2.861003288330895,17400550266398.812
Comet Hyakutake,FALSE,0,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/01/1996,24e15,NA,Primary,NA,NA,NA,NA,Inf,Inf,2.2458600958155087e-9,1.263157894736842e-11,0,Inf
951 Gaspra,FALSE,330513000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/07/1916,24e15,NA,Primary,NA,NA,NA,NA,0.002106951920196785,0.3792513456354213,2.2458600958155087e-9,1.263157894736842e-11,2.209342943542311,29179203180215.984
15760 Albion,FALSE,6547379000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/08/1992,24e15,NA,Primary,NA,NA,NA,NA,1.0635935387274816e-4,0.01914468369709467,2.2458600958155087e-9,1.263157894736842e-11,43.76652534801086,74355921151.2111
136472 Makemake,TRUE,6783345606,2147483647,2147483647,0.15586,29.00685,1.4,0.5,800,725,745,715,0.05,NA,112897,0,31/03/2005,44e20,1700000000,Primary,NA,NA,0.81,9.66111538274923e-6,1.0276153398161385e-4,0.018497076116690492,1.0840038685610896e-6,2.3157894736842105e-6,45.34386468376385,12700010091486556
Halley's Comet,FALSE,2677801885,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,NA,24e15,NA,Primary,NA,NA,NA,NA,2.600547127481016e-4,0.046809848294658285,2.2458600958155087e-9,1.263157894736842e-11,17.89999999645717,444522383725.4241
Jupiter,TRUE,778340821,740379835,816620000,0.0489,1.304,1.3262,24.79,60200,69911,71492,66854,0.06487,NA,4332.589,9.925,NA,19e26,143e13,Primary,NA,0.503,0.538,12.473518221509611,9.844697583964955e-4,0.17720455651136918,0.010079659175537145,1,5.20288702879245,4165366917488384e8
Mars,TRUE,227943824,206700000,249200000,0.0935,1.85,3.9341,3.71,5030,3389.5,3396.19,3376.2,0.00589,NA,686.98,24.6229,NA,642e21,163000000000,Primary,NA,0.25,0.17,0.007784519549393163,0.0030697541513561694,0.5525557472441105,2.369332957103913e-5,3.378947368421053e-4,1.5237103505110252,1641038036160083e6
Mercury,TRUE,57909227,46001200,69816900,0.2056,7,5.4291,3.7,4250,2439.4,2440.53,2439.7,0,NA,87.969,1407.6,NA,33e22,60830000000,Primary,NA,0.088,0.142,0.00793862161040997,0.012066840401789512,2.172031272322112,1.2272155736084756e-5,1.736842105263158e-4,0.3870992730647202,13069461176634694e6
Saturn,TRUE,1426666422,1349823615,1503509229,0.0565,2.485,0.6871,10.44,36090,58232,60268,54364,0.09796,NA,10759.22,10.656,NA,568e24,827000000000000,Primary,NA,0.342,0.499,2.752346054227439,5.289071000508905e-4,0.0952032780091603,0.006993236758857442,0.29894736842105263,9.536675992274,37063184779754368e6
Sun,FALSE,0,0,0,0,0,1.408,274,617000,696342,0,0,0,39x37x25,2.74,601,NA,199e28,141e16,Primary,NA,NA,NA,NA,Inf,Inf,1,1047.3684210526314,0,Inf
Earth,TRUE,149598262,147095000,152100000,0.0167,0,5.5136,9.8,11190,6371.0084,6378.1366,6356.8,0.00335,NA,365.256,23.9345,NA,597e22,1080000000000,Primary,NA,0.306,0.367,0.08935452898655728,0.004697334039883432,0.8455201271790177,8.370881120865933e-5,0.003142105263157895,1.000002615678941,35429132114417433e6
Venus,TRUE,108208475,107477000,108939000,0.0067,3.39,5.243,8.87,10360,6051.8,6051.8,6051.8,0,NA,224.701,-5832.5,NA,487e22,928000000000,Primary,NA,0.76,0.689,0.08570344549147359,0.006491116338161128,1.168400940869003,7.553077710427983e-5,0.002563157894736842,0.7233289785053071,5523898461866541e7
Kerberos,FALSE,59000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,20/07/2011,24e15,NA,Secondary,Pluto,NA,NA,NA,11.802966101694915,2124.5338983050847,2.2458600958155087e-9,1.263157894736842e-11,3.943906402138383e-4,9156858374030451e5
S/2011 J 1,FALSE,20155290,0,0,0.296,162.8,1,0,0,0.5,0,0,0,NA,580.7,0,29/01/2012,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.034548870296582185,6.218796653384794,5.155785343929083e-13,1.263157894736842e-11,0.13472979197958598,7846435658973901
S/2011 J 2,FALSE,23329710,0,0,0.332,148.8,1,0,0,0.5,0,0,0,NA,726.8,0,29/01/2012,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.0298478849501344,5.372619291024192,5.155785343929083e-13,1.263157894736842e-11,0.1559494790322574,5856414938832261
Styx,FALSE,45000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,11/07/2012,24e15,NA,Secondary,Pluto,NA,NA,NA,15.475,2785.5,2.2458600958155087e-9,1.263157894736842e-11,3.008064205020801e-4,15740752592592592e5
Hippocamp,FALSE,105200,0,0,0,0,1,0,0,17,0,0,0,NA,0.95,0,01/07/2013,3e16,NA,Secondary,Neptune,NA,NA,NA,6.619382129277566,1191.488783269962,5.96008785758202e-10,1.5789473684210526e-11,7.032185652626405e-4,3600220113056427e5
S/2015 (136472) 1,FALSE,21100,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/04/2016,24e15,NA,Secondary,136472 Makemake,NA,NA,NA,33.00355450236967,5940.63981042654,2.2458600958155087e-9,1.263157894736842e-11,1.410447882798642e-4,7159548078434896e6
S/2017 J 1,FALSE,23587000,0,0,0.397,149.2,1,0,0,2,0,0,0,NA,734.2,0,06/06/2017,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.02952236401407555,5.314025522533599,8.249256550286532e-12,1.263157894736842e-11,0.15766935645294583,5729346737465006
S/2016 J 1,FALSE,20651000,0,0,0.141,139.8,1,0,0,0.5,0,0,0,NA,602.7,0,06/06/2017,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.033719553532516586,6.069519635852985,5.155785343929083e-13,1.263157894736842e-11,0.13804340866196568,7474262510735348
Valetudo,FALSE,18980000,0,0,0.222,34,1,0,0,0.5,0,0,0,NA,533,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.03668822444678609,6.603880400421497,5.155785343929083e-13,1.263157894736842e-11,0.1268734635806551,8848264658822276
S/2017 J 2,FALSE,23303000,0,0,0.236,166.4,1,0,0,1,0,0,0,NA,723,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.0298821181822083,5.378781272797494,2.062314137571633e-12,1.263157894736842e-11,0.1557709337102216,5869847929471585
S/2017 J 3,FALSE,20694000,0,0,0.148,147.9,1,0,0,1,0,0,0,NA,606,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.03364951193582681,6.056912148448826,2.062314137571633e-12,1.263157894736842e-11,0.13833084590822323,7443233287106161
Pandia,FALSE,11525000,0,0,0.18,28.2,1,0,0,1.5,0,0,0,NA,252,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.060420260303687634,10.875646854663774,4.6402068095361746e-12,1.263157894736842e-11,0.07703986658414384,23997646538459732
S/2017 J 5,FALSE,23232000,0,0,0.284,164.3,1,0,0,1,0,0,0,NA,719,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.029973441804407714,5.395219524793388,2.062314137571633e-12,1.263157894736842e-11,0.15529632802454055,5905780783985612
S/2017 J 6,FALSE,22455000,0,0,0.557,155.2,1,0,0,1,0,0,0,NA,683,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.031010598975729237,5.581907815631263,2.062314137571633e-12,1.263157894736842e-11,0.15010240383053797,6321561998784179
S/2017 J 7,FALSE,20627000,0,0,0.215,143.4,1,0,0,1,0,0,0,NA,603,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.03375881126678625,6.076586028021525,2.062314137571633e-12,1.263157894736842e-11,0.13788297857103124,7491665590002511
S/2017 J 8,FALSE,23233000,0,0,0.312,164.7,1,0,0,0.5,0,0,0,NA,720,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.029972130159686652,5.394983428743598,5.155785343929083e-13,1.263157894736842e-11,0.1553030126116628,5905272399043071
S/2017 J 9,FALSE,21487000,0,0,0.229,152.7,1,0,0,1.5,0,0,0,NA,639,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.0324076650998278,5.833379717969004,4.6402068095361746e-12,1.263157894736842e-11,0.1436317234961821,6903970909610359
Ersa,FALSE,11483000,0,0,0.094,30.6,1,0,0,1.5,0,0,0,NA,252,0,17/07/2018,24e15,NA,Secondary,Jupiter,NA,NA,NA,0.06064125228598798,10.915425411477838,4.6402068095361746e-12,1.263157894736842e-11,0.07675911392500856,24173514237590044
Ultima Thule,FALSE,6633400000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/06/2014,24e15,NA,Primary,NA,NA,NA,NA,1.049801007025055e-4,0.01889641812645099,2.2458600958155087e-9,1.263157894736842e-11,44.34154021685551,72439950948.44284
101955 Bennu,FALSE,168400000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,11/09/1999,24e15,NA,Primary,NA,NA,NA,NA,0.004135243467933492,0.7443438242280285,2.2458600958155087e-9,1.263157894736842e-11,1.1256844713900063,112400009027256.69
